"total_march_covid_deaths","Name","Population","Land.area.mi.2.","Water.area.mi.2.","state_num","flesch","favorite_count","id","lang","text","user_location"
367,"Texas","28,995,881","261,232","7,365",43,50.665,0,1237541911663017984,"en","The only man who can defeat the Coronavirus","Texas, USA"
167,"Wisconsin","5,822,434","54,158","11,339",49,103.7,0,1237744185375162368,"en","Thank you Gavin. Team is doing a great job!","Wisconsin, USA"
367,"Texas","28,995,881","261,232","7,365",43,40.6131578947368,0,1237749797492273152,"en","Your paid subscriptions to SHERO allow me to continue publishing critical and informative pieces for the public. In th","Texas"
814,"California","39,512,223","155,779","7,916",5,49.9140909090909,0,1237529664060411904,"en","In a wide-ranging press conference, Gov. Gavin Newsom said that 157 people in California have now tested positive for the new #co","California"
111,"South Carolina","5,148,714","30,061","1,960",40,42.865,0,1239659111924600832,"en","After plan to re-evaluate coronavirus threat in early April with hopes of continuing junior college springs sports and","South Carolina"
859,"Pennsylvania","12,801,989","44,743","1,312",38,60.705,1,1237529739381706752,"en","For Trump, Coronavirus Proves to Be an Enemy He Cant Tweet Away","Pennsylvania, USA"
626,"Florida","21,477,737","53,625","12,133",9,60.1917647058824,0,1234080905318273024,"en","A dog has tested positive for the Coronavirus. White people about to find a cure ASAP now","Florida"
510,"Washington","7,614,893","66,456","4,842",47,53.6392857142857,0,1233981086486683648,"en","Mike Pence wipes nose before shaking hands with top doctors at coronavirus press conference","Washington, DC"
367,"Texas","28,995,881","261,232","7,365",43,16.9581818181818,5,1233995061202948096,"en","@KathyBooker11 @darinp2 @chinatown2049 @trvrb @seattleflustudy This is so stupid. Everyone politicizing the Covid-19. It's like everyone woke up a week ago and realized ""This is a great opportunity to further polarize the country!"""," Texas "
814,"California","39,512,223","155,779","7,916",5,35.2,0,1235997162699280384,"en","Ppl are trying to create a huge epidemic out of the coronavirus because of the politics as of now. Every year there is something new around election time and it's as if it's to test the running candidates to see who can handle it better.","Torrance, California"
367,"Texas","28,995,881","261,232","7,365",43,58.4291304347826,0,1235992125352837120,"en","If you only have 1 tool in your toolbox, every issue looks the same. With mass global air travel, @realDonaldTrumps idea he c","Texas, USA"
107,"Oklahoma","3,956,971","68,595","1,304",36,89.5169230769231,0,1233986409041727488,"en","Can't have any women in the room. Wouldn't want Mother to get upset.","Oklahoma, USA"
98,"Kentucky","4,467,673","39,486","921",17,3.39727272727274,0,1234078623881146368,"en","Trump sets new travel restrictions over coronavirus, considering southern border shutdown","Kentucky, USA"
367,"Texas","28,995,881","261,232","7,365",43,25.3564705882353,0,1236759717646663680,"en","16/ Thoughts on how to deal w/ information/misinformation during #COVID19, notably the difference b/w FACTS v OPINIONS","DFW, Texas"
11,"Utah","3,205,958","82,170","2,727",44,63.695,0,1243351672245506048,"en","Me brewing up my morning brew and settling into two hours of panic reading corona news","Utah, USA"
367,"Texas","28,995,881","261,232","7,365",43,51.175,0,1244123898268061696,"en","TWO DAYS AFTER THE IMPEACHMENT VOTE, AFTER BEING BRIEFED ON THE CORONAVIRUS, TRUMP HAD 17.8 TONS OF HOSPITAL PROTECTIVE GE","Sugar Land, Texas "
3191,"New York","19,453,561","47,126","7,429",32,50.4707692307693,4,1243350475728011264,"en","COVIDs effects are complex and emergent. For example, Chuck E. Cheese delivers now.","New York, NY"
814,"California","39,512,223","155,779","7,916",5,53.6392857142857,0,1243565267407405056,"en","Six-year-old Miumiu performing Fly Me to the Moon in Nanjing, China several weeks ago.","California, USA"
367,"Texas","28,995,881","261,232","7,365",43,45.0657894736842,0,1243350661611302912,"en","Trump team failed to follow NSCs pandemic playbook prepared by the Obama administration containing 69 pages that was finis","Texas, USA"
3191,"New York","19,453,561","47,126","7,429",32,20.38,0,1243540109686902784,"en","Tonight #DeborahBirx stated that models anticipating large-scale transmission of COVID-19 do not match reality on the ground","New York, NY"
62,"Oregon","4,217,737","95,988","2,391",37,58.4075,0,1243327970531356672,"en","May I add that @realDonaldTrump dismantled the pandemic response set up by Obama &amp; was briefe","Oregon"
62,"Oregon","4,217,737","95,988","2,391",37,92.2140909090909,0,1243340121094500352,"en","As Donald Trump states, ""How the world has changed"", Mike Pence bows his head and looks down to his right the quadrant","Oregon, USA"
367,"Texas","28,995,881","261,232","7,365",43,82.39,0,1243544769541914624,"en","Amen and Amen! God and country come first!","El Paso, Texas"
3191,"New York","19,453,561","47,126","7,429",32,39.225,1,1243548036602761216,"en","@ari_russian Good morning &amp; happy Friday 2U pretty Ari. You have the right attitude. Social distancing gives U some me-time &amp; also you'll know who your friends are. They are those who contact you via other means to see how you are doing. Wish you have a wonderful day. Take care &amp; stay safe.","New York, USA"
814,"California","39,512,223","155,779","7,916",5,112.085,0,1236754048931508224,"en","aiiight thats it! This shit has gone tooo far now!","California, USA"
367,"Texas","28,995,881","261,232","7,365",43,42.865,0,1241111947736764416,"en","Inside, immigrants are on hunger strike. Theyre desperate to be released, before COVID turns detention centers into de","Texas, USA"
814,"California","39,512,223","155,779","7,916",5,71.815,2,1241117396204548096,"en","This is pretty accurate minus the oink oinks","California, USA"
312,"Ohio","11,689,100","40,861","3,965",35,88.5633333333333,0,1244130194069377024,"en","My mom and dad are in their 70s they both have COVID.. they are not doing well, I pray all day that not only them but e","Ohio, USA"
62,"Oregon","4,217,737","95,988","2,391",37,53.7595454545455,0,1244136221602803712,"en","Wonder if Dr. Birx would like to revise and extend her remarks that any American who needs a ventilator or hospital bed","Oregon High Desert"
814,"California","39,512,223","155,779","7,916",5,53.12,0,1236752908630265856,"en","coronavirus made flights so cheap yall can finally afford to hang out with your internet boyfriend","California, USA"
477,"Connecticut","3,565,278","4,842","701",7,56.6057142857143,0,1234060518559801344,"en","Dear libs, How can you be scared of the Coronavirus when you also support open borders &amp; unvetted migrants with deadly","Connecticut, USA"
312,"Ohio","11,689,100","40,861","3,965",35,120.205,1,1241116951403016192,"en","Nailed it","Ohio, USA"
169,"Virginia","8,535,519","39,490","3,285",46,79.94,0,1237755674412670976,"en","This C-19 is a bunch of crap. People, need and Dems are totally over reacting. They wants this 2 b bad 2 beat Trump. Ri","Virginia, USA"
822,"Illinois","12,671,821","55,519","2,395",13,33.465,0,1244697959859552256,"en","Wisconsin voters have flooded local election officials with absentee ballot requests as the state's April 7 primary rap","Chicago-Illinois "
367,"Texas","28,995,881","261,232","7,365",43,82.2966666666667,0,1236570952638570496,"en","My fever is now above 100. The ERs and urgent care sites have no tests. The closest ER asked me to hold on when I called ahe","Alvarado, Texas"
1736,"Michigan","9,986,857","56,539","40,175",22,34.255,0,1237767095322120192,"en","11:45 AM - It has become exponentially harder to keep up with updating this US university coronavirus map... the latest a","Michigan, USA"
1736,"Michigan","9,986,857","56,539","40,175",22,42.865,0,1239647414144741376,"en","Respirators, ventilators, all of the equipment try getting it yourselves, Mr. Trump told the governors during the co","Michigan, USA"
367,"Texas","28,995,881","261,232","7,365",43,71.7678571428572,0,1237546432980062208,"en","Me not taking the corona virus serious yet while the world is in shambles","Texas, USA"
510,"Washington","7,614,893","66,456","4,842",47,55.405,0,1237558189442207744,"en","So much wrong with US thinking. 1. The 10K troops were never necessary because Irans next move will be unconventional","Washington, DC"
312,"Ohio","11,689,100","40,861","3,965",35,73.1421739130435,0,1237552229655035904,"en","If you only learn one thing about #COVID19 today make it this: everyone's job is to help FLATTEN THE CURVE. With thanks to @","Ohio, USA"
436,"Indiana","6,732,219","35,826","593",14,61.325,0,1237552905147707392,"en","Keep yourself and those around you safe from the Coronavirus:","Indiana, USA"
367,"Texas","28,995,881","261,232","7,365",43,50.665,0,1239647883709816832,"en","Idris when he got his Coronavirus results back","Houston, Texas"
814,"California","39,512,223","155,779","7,916",5,-8.72499999999999,4,1238906884490285056,"en","Grim but likely anticipation."," Hollywood, CA USA citizen"
626,"Florida","21,477,737","53,625","12,133",9,36.1605263157895,0,1242774259304366080,"en","Joining @Morning_Joe this morning from the White House to discuss the latest developments of the coronavirus pandemic. Tune in.","the Florida Sunshine"
822,"Illinois","12,671,821","55,519","2,395",13,51.175,0,1241799435828506624,"en","Trump used his Twitter feed to hype an untested treatment for coronavirus, and now lupus patients can't get their medicati","Illinois, USA"
367,"Texas","28,995,881","261,232","7,365",43,49.9140909090909,0,1238317261997342720,"en","The Obama White House had to immediately issue an apology for Joe Bidens remarks, and any alarm that he might have c","Texas, USA"
367,"Texas","28,995,881","261,232","7,365",43,55.405,0,1241793119168933888,"en","JUST IN: @COSAGOV announces 45 confirmed COVID-19 cases in Bexar County. Of those cases, 10 are community spread. Latest here.","San Antonio, Texas"
37,"Iowa","3,155,070","55,857","416",15,38.165,0,1242686866727583744,"en","The White House plans to promote unproven coronavirus treatments. Oracle is involved. So is Jared Kushner. @noahweiland @mag","Urbandale, Iowa, USA"
436,"Indiana","6,732,219","35,826","593",14,44.405,0,1242768311936585728,"en","Indy Parks and Rec says employee tested positive for coronavirus","Indianapolis, IN"
510,"Washington","7,614,893","66,456","4,842",47,51.175,0,1234651736003866624,"en","ARREST THIS SICK BASTARD Obama Holdover Made the Call to Fly Coronavirus Patients Back to the US from Japan - Then","Seattle, Washington"
79,"North Carolina","10,488,084","48,618","5,201",33,39.3192857142857,5,1242682173704015872,"en","Quit doing push-ups, nobody cares. Nobody wants to see and ugly picture of you you when you were 9 for 24 hours and quit posting dogs.....actually keep posting your dogs....dogs and memes are the only things allowed on instagram during this pandemic","North Carolina, USA"
312,"Ohio","11,689,100","40,861","3,965",35,48.5485714285714,0,1235297763803488256,"en","Trump blames Obama for coronavirus because hes nuts and any reporter who covers this President as if this is normal is","Ohio"
0,"North Dakota","762,062","69,001","1,698",34,61.4504545454545,0,1234864350181105664,"en","If ever there was evidence the @GOP is detached from reality, its their gaslighting and denial of the serious threat of th","North Dakota, USA"
3191,"New York","19,453,561","47,126","7,429",32,38.165,0,1234863033094221824,"en","A NYC high school is closing today after a suspected coronavirus case in the community, according to Reuters.","New York, NY"
367,"Texas","28,995,881","261,232","7,365",43,46.9450000000001,0,1235294312046436352,"en","BREAKING: Hill negotiators just reached $8.3B emergency coronavirus deal. It should pass House and Senate by Friday. This is ov","Texas"
312,"Ohio","11,689,100","40,861","3,965",35,51.175,0,1234856813180354560,"en","A student whose classmates met with and touched VP Pence is now quarantined. On Friday, cadets at Sarasota Military A","GH, OH "
3725,"New Jersey","8,882,190","7,354","1,368",30,64.6628571428572,0,1234808486929870848,"en","BREAKING: Trump just told the press that a Coronavirus vaccine will be ready in 3-4 months. Seconds later, in the same","New Jersey, USA"
436,"Indiana","6,732,219","35,826","593",14,65.7856521739131,0,1234865474967670784,"en","I live in Seattle, I have all symptoms of COVID-19 and have a history of chronic bronchitis. Since I work in a physic","Indianapolis, IN"
510,"Washington","7,614,893","66,456","4,842",47,24.44,0,1234863009471848448,"en","Federal Reserve cuts interest rate in bid to stop coronavirus tanking US economy","Washington, DC."
814,"California","39,512,223","155,779","7,916",5,71.7815789473684,0,1242629614800752640,"en","on why we aren't playing sound from Trump today: In the midst of a global pandemic, the President went","California, USA"
312,"Ohio","11,689,100","40,861","3,965",35,94.3,0,1242838071046963200,"en","Leading the pack for top Headlines of the Day","Puck Bunny Farm - Cable, Ohio"
152,"Missouri","6,137,428","68,742","965",25,63.4861538461539,0,1241646377345650688,"en","in December, January, February and did not act, lied, and now blames China","Kansas City, Missouri"
167,"Wisconsin","5,822,434","54,158","11,339",49,65.7856521739131,0,1242619183508135936,"en","Criticized for his failure to ramp up a fast response to coronavirus, Trump goes back to a standby he knows his base loves:","SE & SW, Wisconsin"
510,"Washington","7,614,893","66,456","4,842",47,64.9245454545455,0,1242629912265019392,"en","Levine is chairman of the New York City council health committee.","Washington, USA"
53,"Kansas","2,913,314","81,759","520",16,38.485,0,1238469737379659776,"en","Photos of the Week: Hungry Deer, Homer Homer, Arabian Oryx - 35 images from the past seven days, including coronavirus pre","Kansas City, KS"
367,"Texas","28,995,881","261,232","7,365",43,72.325,0,1238479514331725824,"en","Trump blocked #COVID19 tests so that the number of cases reported would stay low, after he fired the pandemic response","Texas, USA"
167,"Wisconsin","5,822,434","54,158","11,339",49,77.8107142857143,0,1238265499806466048,"en","Katie Porter is a national treasure and what she just did will save lives.","Milwaukee, Wisconsin"
62,"Oregon","4,217,737","95,988","2,391",37,97.025,0,1238941424311103488,"en","Read this entire thread...","Medford, Oregon"
477,"Connecticut","3,565,278","4,842","701",7,50.665,10,1238469338866343936,"en","Why soap worksanother explainer from @13pt &amp; @ferrisjabr","Connecticut"
21,"New Mexico","2,096,829","121,298","292",31,83.32,0,1240385091328544768,"en","A Chinese virus, you say?","Santa Fe, New Mexico"
814,"California","39,512,223","155,779","7,916",5,63.865,0,1239617168766947328,"en","Heard an alarming report that going to emergency room with symptoms and then sent away without testing cost $1,500 for","California, USA"
3725,"New Jersey","8,882,190","7,354","1,368",30,16.6541463414634,0,1239617571399389184,"en","@msbcw @heckyessica @juliebosman @jmartNYT For most people, the new coronavirus causes only mild or moderate symptoms, such as fever and cough. For some, especially older adults and people with existing health problems, it can cause more severe illness, including pneumonia -AP","New Jersey, USA"
3191,"New York","19,453,561","47,126","7,429",32,11.13,0,1244540057693888512,"en","The #Coronavirus is acting like an unwelcome Olympics for scientists, doctors, engineers, entrepreneurs, techies, leade","New York"
510,"Washington","7,614,893","66,456","4,842",47,39.33,3,1239617802459283456,"en","IISS - How can the United States support Irans response to the coronavirus and bolster diplomacy?","Washington, DC"
3191,"New York","19,453,561","47,126","7,429",32,76.725,0,1234119697643253760,"en","A few months ago, I did this commercial for the VP, long before I was ready to endorse. I did so because of m","New York"
3191,"New York","19,453,561","47,126","7,429",32,55.575,0,1233916720819163136,"en","Taxi and bus drivers are on the forefront of the spread of the coronavirus in Asia, even as a tourism downturn hurts their b","New York, USA"
898,"Massachusetts","6,892,503","7,800","2,754",21,55.2152941176471,0,1233907052969431040,"en","knows all about small things, like microscopic biological agents that produce a virus. Or maybe he j","Boston/SomervilleMassachusetts"
367,"Texas","28,995,881","261,232","7,365",43,56.6057142857143,0,1244720550527881216,"en","Global vaccine coming. Why does this bother me? Maybe because Bill Gates is proposing placing a microchip in vaccines to t","Texas, USA"
169,"Virginia","8,535,519","39,490","3,285",46,30.3329411764706,0,1233917361352331264,"en","Forget the Coronavirus. We should be more concerned with liberalism.... This toxic brain disorder has already infecte","Virginia, USA"
510,"Washington","7,614,893","66,456","4,842",47,33.69,0,1235857747616256000,"en","has stated that its #hypersonic weapons will not use #nuclear warheads #RussiasAvangardwill likely be used","Washington, DC"
626,"Florida","21,477,737","53,625","12,133",9,40.4914285714286,0,1234125116948254720,"en","This blog is the opinion of one solitary American with a unique experience fighting for his childs life in a communist","St. Augustine, FL & Bahama, NC"
367,"Texas","28,995,881","261,232","7,365",43,36.4628571428572,0,1233917209455611904,"en","Democrats in early Feb: The travel ban is overreacting to the coronavirus. Democrats in mid Feb: The President isn't doing enou","Texas"
626,"Florida","21,477,737","53,625","12,133",9,44.52,0,1234121363188801536,"en","This is both practical advice about the things to do to protect yourself from Coronavirus and the rationale for the actio","Florida, USA"
367,"Texas","28,995,881","261,232","7,365",43,62.8763157894737,0,1244723075544944640,"en","In January, California was recording about 5800 deaths a week. Last week, they recorded 3,906 deaths. Unlike NYC, Cali","Texas, USA"
859,"Pennsylvania","12,801,989","44,743","1,312",38,55.2152941176471,0,1233917131953143808,"en","Trump's narcissism is so complete that he sees a global pandemic as a plot against him personally.","Pennsylvania"
477,"Connecticut","3,565,278","4,842","701",7,76.8204347826087,0,1244067472585736192,"en","At what point will the world stop trusting China? They unleashed a pandemic on the globe, and then send out faulty test ki","Connecticut, USA"
319,"Maryland","6,045,680","9,707","2,699",20,44.52,0,1236724333030105088,"en","I hope every Senator who voted to keep Donald Trump as President is comforted that he is leading the Coronavirus response","Maryland, USA"
3191,"New York","19,453,561","47,126","7,429",32,19.365,0,1244281935263760384,"en","@Wolfiesmom I think #covid19 is killing the gluten-free crazy for everyone except those who legitimately have medical problems.","New York, USA"
499,"Georgia","10,617,423","57,513","1,912",10,59.1,0,1244269729931558912,"en","the last time i recall seeing Cornelia in person, she was a kid in a Halloween costume at our office party for families i","Georgia, USA"
3191,"New York","19,453,561","47,126","7,429",32,62.625,0,1243408749127028736,"en","can we talk about ICE doing raids while everyone is in quarantine? I want to talk about ICE doing raids while everyone is in","New York, NY"
169,"Virginia","8,535,519","39,490","3,285",46,73.1421739130435,0,1244055946785107968,"en","If youre worried about putting on a few pounds during this time I have a GREAT tip for you. Ready? Okay: Stop worryi","Virginia, USA"
79,"North Carolina","10,488,084","48,618","5,201",33,37.4553846153846,0,1244264109358579712,"en","AMEN!!! Kentucky AG calls for halt on abortions during coronavirus crisis - Trump Train","North Carolina, USA"
3725,"New Jersey","8,882,190","7,354","1,368",30,62.8763157894737,0,1236020374124535808,"en","This is deadly serious: Talking about corona-virus this morning, Trump said, ""We closed it down. We stopped it."" There","New Jersey, USA"
3191,"New York","19,453,561","47,126","7,429",32,55.575,4,1236741563943923712,"en","If the WH had coronavirus positive on the premises, pretty sure they would cover it up. We would never know. Unless there's a leaker.","New York, USA"
62,"Oregon","4,217,737","95,988","2,391",37,-1.59076923076918,0,1233929560455970816,"en","Thank you, Nikki. It's important for everyone to be informed. #coronavirus #CoronavirusOutbreak #COVID19","Rhododendron, Oregon"
814,"California","39,512,223","155,779","7,916",5,73.172,0,1233928450710196224,"en","Trump says someone died of coronavirus in the U.S. last night. The same night he was telling the mob at his rally that the c","Southern California"
79,"North Carolina","10,488,084","48,618","5,201",33,69.1413636363636,0,1241065877493166080,"en","A tweet from China Xinhua News: ""It's a distraction tactic. It's racist... but he's doing it so ppl are talking about THA","North Carolina"
859,"Pennsylvania","12,801,989","44,743","1,312",38,63.865,0,1236736194605711360,"en","Excellent graphic on face masks for #COVID19 from the @AmerMedicalAssn -- print it out and post it at school, work, chu","Pennsylvania, USA"
367,"Texas","28,995,881","261,232","7,365",43,5.49000000000001,0,1239635888067555328,"en","Coronavirus is primarily transmitted through person-to-person contact and its imperative that we practice social dist","Sam Rayburn Lake, East Texas"
367,"Texas","28,995,881","261,232","7,365",43,46.605,0,1244733145758523392,"en","Coronavirus rules are 'hysterical slide into a police state', warns top judge","Central Texas"
169,"Virginia","8,535,519","39,490","3,285",46,72.6154545454546,0,1244563469795540992,"en","Coming in for a mosquito bite and leaving with the Rona","Virginia, USA"
3191,"New York","19,453,561","47,126","7,429",32,11.4246153846154,0,1240200261357965312,"en","A wee #StPatricksDay drink with my friends @nockingpoint and @sassenachspirits! #SocialDistancing #kissmeimIrish (but","New York"
319,"Maryland","6,045,680","9,707","2,699",20,77.8107142857143,0,1237691584973623296,"en","@marcorubio You stick with the scripture and Ill stick with the scientists at CDC.","Maryland, USA"
367,"Texas","28,995,881","261,232","7,365",43,65.2959090909091,0,1238485902055407616,"en","We should be passing a wealth tax to cover NYs COVID-19 costs: 1. Paid sick leave 2. Medical supplies 3. Medical personn","Texas, USA"
499,"Georgia","10,617,423","57,513","1,912",10,61.24,2,1240379663916154880,"en","@ncastlez The corona virus can't stop Michael Myers!","Georgia"
62,"Oregon","4,217,737","95,988","2,391",37,72.72,0,1238282335818153984,"en","There once was a player named Rudy. He touched our recorders quite rudely. His hands were unclean, He had COVID-19, No","Oregon, USA"
626,"Florida","21,477,737","53,625","12,133",9,65.2959090909091,0,1241839713671053312,"en","In case you weren't convinced about how shitty a human Rand Paul is, he was spotted in the STILL-OPEN (!?) Senate Gym after","Florida"
898,"Massachusetts","6,892,503","7,800","2,754",21,97.025,0,1238276362026319872,"en","How about two dogs?","Massachusetts, USA"
436,"Indiana","6,732,219","35,826","593",14,35.605,0,1238282566337265664,"en","Yeah already","Indiana, USA"
10,"Nebraska","1,934,408","76,824","524",27,94.3,2,1242613466571120640,"en","How do you take down a sleeping giant? #China","Nebraska, USA"
3191,"New York","19,453,561","47,126","7,429",32,68.9825,4,1234696975280484352,"en","sorry I only ate weird Irish chips I bought while I was drunk but corona virus","New York, NY"
398,"Colorado","5,758,736","103,642","452",6,55.405,0,1235291638399979520,"en","BREAKING: The first #coronavirus death has been announced in California. A 10th death was just reported in Washington state, brin","Colorado, USA"
312,"Ohio","11,689,100","40,861","3,965",35,25.795,0,1234791194208722944,"en","Democrats have been making the Coronavirus a partisan political issue. It is best for the Democrats to support the decisive","Ohio, USA"
398,"Colorado","5,758,736","103,642","452",6,56.7,0,1234697000362233856,"en","I wish there were a vaccine against abject stupidity","Colorado"
0,"West Virginia","1,792,147","24,038","192",48,18.405,1,1235287602640584704,"en","Science Experts Quietly Admit Trump's Actions Are Saving Lives During Coronavirus Epidemic","West Virginia"
367,"Texas","28,995,881","261,232","7,365",43,51.175,0,1234721832982470656,"en","WHO LEAVES CORONA-QUARENTINE AND GOES STRAIGHT TO DENSLY POPULATED ESTABLISHMENTS? SOMEONE WHO GOT PAID BY THE GOV TO DO S","Texas, USA"
626,"Florida","21,477,737","53,625","12,133",9,52.5771428571429,0,1234794061434966016,"en","BREAKING: The CDC has stopped disclosing the number of Americans tested for coronavirus. On the left is how the website lo","Florida, USA"
898,"Massachusetts","6,892,503","7,800","2,754",21,18.4442857142857,0,1234781431857131520,"en","TDS infected more Americans than Coronavirus will","Massachusetts, USA"
367,"Texas","28,995,881","261,232","7,365",43,42.715,0,1242820648143110144,"en","The Democrat Governor would rather see mass suffering than to let doctors prescribe Plaquenil for Wuhan Virus victims. All be","Texas, USA"
150,"Alabama","4,903,185","50,645","1,775",1,-2.745,0,1234816862900441088,"en","Patriot 63 Featured @Savingrace_ @MAGAPATRIOT_TGM @x2da4 @MspdcaliKag @camayusa1 @tkag2020_ann @davekarnell @Sam99AZ @de","Alabama, USA"
3191,"New York","19,453,561","47,126","7,429",32,119.19,1,1241868184896012288,"en","OH FUCK NO","I'm In Cognito, New York"
367,"Texas","28,995,881","261,232","7,365",43,65.7856521739131,0,1238525022291005440,"en","We have it totally under control."" Its one person coming in from China. We have it under control. Its going to be just","Austin, TX by way of the 713"
510,"Washington","7,614,893","66,456","4,842",47,85.015,0,1241873926898233344,"en","If your church is making you feel guilty for not coming due to COVID then you are in a cult.","Washington, DC"
367,"Texas","28,995,881","261,232","7,365",43,58.4075,1,1242635360540274688,"en","Happy Birthday brudda i would say turn sum up but corona dont fw us Aries @PrettyboyCvstro","Texas, USA"
367,"Texas","28,995,881","261,232","7,365",43,25.8966666666667,7,1240407367084367872,"en","@focused4USA Add John Cornyn, Tx @JohnCornyn to this list. He is spreading racist hateful COVID19 propaganda while oozing his white privilege!!! Texans vote him out this November!","Austin, Texas  USA"
822,"Illinois","12,671,821","55,519","2,395",13,28.0022580645162,0,1237621955098030080,"en","@MJADetBos @markcstevens14 @MrsCampos11813 @IngrahamAngle If the Trump administration did such a horrible job of handling the outbreak, why is the United States leading the world with low per capita infection rates?","Illinois, USA"
510,"Washington","7,614,893","66,456","4,842",47,76.725,0,1240407650740908032,"en","How do you know if you have coronavirus? What do the symptoms feel like? Heres a handy guide on what to look out for","Washington "
626,"Florida","21,477,737","53,625","12,133",9,53.7595454545455,0,1238310702252777472,"en","I did the math: a full battery of coronavirus testing costs at minimum $1,331. I also did the legal research: the Admi","PR  FL "
79,"North Carolina","10,488,084","48,618","5,201",33,28.765,0,1244761373600550912,"en","Retailers see e-commerce as a way to survive the coronavirus pandemic. Their warehouse workers wonder if they'll survive","Raleigh, NC | Anderson, SC"
79,"North Carolina","10,488,084","48,618","5,201",33,28.765,0,1234164658610802688,"en","Because of #coronavirus our usual confessions every third Saturday between 4:45 and 4:48 pm have been suspended indefin","North Carolina, USA"
510,"Washington","7,614,893","66,456","4,842",47,55.575,0,1234167498095742976,"en","The lib media is so desperate to lie about @realDonaldTrump even Facebook is calling them out on it. He said the media &amp; Dem","Washington, USA"
814,"California","39,512,223","155,779","7,916",5,33.465,0,1236056943627665408,"en","Remember that yesterday a healthcare worker who treated a patient with coronavirus and then developed symptoms, who cannot","Oakland, California"
167,"Wisconsin","5,822,434","54,158","11,339",49,31.7078947368421,0,1236053327760240640,"en","CONTINUED LACK OF #COVID19 TESTING IS A DERELICTION OF DUTY BY @realDonaldTrump. He knew since Jan about the #coronavirus.","Wisconsin, USA"
367,"Texas","28,995,881","261,232","7,365",43,5.45058823529416,0,1233952151900168192,"en","While the Trump administration is taking action to combat coronavirus, Democrats are pushing misinformation and scoring p","Texas, USA"
10,"Nebraska","1,934,408","76,824","524",27,42.865,0,1244761377983651840,"en","Since @GovRicketts told @jaketapper rural Nebraskans would just be transferred to city hospitals if sick with #COVID19 seve","Nebraska"
626,"Florida","21,477,737","53,625","12,133",9,40.09,1,1233951666057236480,"en","Here's one he did on #Coronavirus Brave individual","Clearwater Florida"
312,"Ohio","11,689,100","40,861","3,965",35,76.725,0,1244090851774660608,"en","I lost my Dad this morning to COVID-19. He was my rock, my best friend, and my hero. He had virtually no symptoms and","Ohio, USA"
79,"North Carolina","10,488,084","48,618","5,201",33,40.09,0,1243525743973408768,"en","This depraved indifference is a threat to America.","Charlotte, NC from NY State "
510,"Washington","7,614,893","66,456","4,842",47,53.971052631579,0,1244315150053552128,"en","Arizona still has a chance to #FlattenTheCurve but our Governor @dougducey would rather kiss Trump's ass than save live","Beautiful WA State"
367,"Texas","28,995,881","261,232","7,365",43,45.73,1,1244298268231839744,"en","You want to know how much China cares about their people? Just ask a Korean War vet. Ask them about the meat grinder. Theyd send ~50,000 troops right into American artillery daily thinking wed run out shells before they would people. In that case they were wrong.","Republic of Texas"
111,"South Carolina","5,148,714","30,061","1,960",40,59.635,0,1244309114299219968,"en","OMG Trump donated 17.8 tons of our medical supplies to China in February during the time he was calling COVI","South Carolina, USA"
21,"Delaware","973,764","1,949","540",8,28.765,0,1243531666754342912,"en","Illinois is lucky to have @SenatorDurbin and @SenDuckworth fighting for us in Washington. This declaration will provide e","Delaware, USA"
3725,"New Jersey","8,882,190","7,354","1,368",30,61.24,0,1244096546955804672,"en","The unknowable odds of Donald Trump's huge gamble:","New Jersey, USA"
510,"Washington","7,614,893","66,456","4,842",47,-30.9607142857143,0,1244309122826330112,"en","#GovernorAndrewCuomo orders non-essential workers to stay in place until April 15. #coronavirus #Covid_19 #CoronaVirusNYC","Washington, DC"
319,"Maryland","6,045,680","9,707","2,699",20,96.0595454545455,0,1244315523288088576,"en","USA reports 1,298 new cases and 24 new deaths bringing total confirmed cases there to 132,701 and 2,353 total deaths, with 9,123","Maryland, USA"
79,"North Carolina","10,488,084","48,618","5,201",33,62.1073913043478,0,1244101794889895936,"en","So, you see. I believe the CDC knows the #coronavirous contagion is airborne. Why would it not be advising to wear masks no","North Carolina, USA"
398,"Colorado","5,758,736","103,642","452",6,49.8345161290323,2,1236075220907290624,"en","If you do have symptoms you're concerned about, discuss it with your doctor over the phone, El Paso County health officials say. Don't just go to an emergency room. #COVID19 @csgazette","Colorado Springs, CO"
3191,"New York","19,453,561","47,126","7,429",32,40.6131578947368,0,1236067379429416960,"en","coronavirus is causing much anxiety everywhere, and fairly or not, Asians are being seen as carriers of the virus.","New York, New York"
898,"Massachusetts","6,892,503","7,800","2,754",21,55.2152941176471,0,1233945924877144064,"en","I truly wish @JoeBiden was in charge of our nations response to the #coronavirus instead of Trump.","Massachusetts, USA"
167,"Wisconsin","5,822,434","54,158","11,339",49,53.12,0,1233942555643064320,"en","how China became the worlds leader in green energy: and what decoupling could cost the environment //","Madison, WI / Global"
79,"North Carolina","10,488,084","48,618","5,201",33,31.97,0,1234155670515191808,"en","Corona virus panic is causing market drops globally but other world economies have been heading toward","North Carolina, USA"
510,"Washington","7,614,893","66,456","4,842",47,25.795,21,1236074256947204096,"en","Judging by my Facebook timeline, the cancellation of @sxsw was the moment my generation noticed the seriousness of the coronavirus.","Washington, DC"
